100
456 344 889
929 936 106
695 526 354
619 332 244
958 42 178
703 869 988
687 996 714
396 553 132
768 991 736
918 740 20
700 196 717
942 477 653
400 524 531
754 144 863
998 454 257
177 509 127
165 197 475
879 945 29
363 65 372
452 984 464
472 36 661
541 330 490
195 730 15
78 484 511
942 483 317
551 660 827
678 177 376
154 408 321
535 771 386
907 575 722
372 48 759
385 589 89
227 136 820
242 215 304
105 509 139
775 60 151
954 91 328
330 245 88
651 132 212
389 391 787
112 115 187
223 852 777
312 80 265
484 674 832
141 132 341
280 907 754
432 861 845
112 543 442
201 194 574
765 935 317
552 47 433
740 270 637
869 935 717
134 419 392
319 912 524
660 193 783
766 977 644
611 89 187
53 642 733
979 407 668
649 312 68
434 52 338
71 273 625
789 759 397
533 78 309
409 91 854
192 857 831
188 821 273
727 226 267
812 558 27
832 207 339
900 641 743
591 64 368
216 205 127
613 738 558
923 147 649
777 691 858
961 231 679
234 958 906
853 122 464
880 955 23
571 207 664
314 798 80
682 15 286
162 980 24
720 255 524
369 385 567
227 346 799
907 932 109
165 137 232
629 18 539
4 589 746
668 256 545
100 938 912
386 452 244
411 172 500
287 893 885
206 121 583
5 380 867
467 897 4
